institution,Location,Region,SIZE,FOCUS,RES.,STATUS,academic_reputation_score,Academic_Reputation_Rank,employer_reputation_score,Employer_Reputation_Rank,faculty_student_score,Faculty_Student_Rank,citations_score,Citations_per_Faculty_Rank,international_faculty_score,International_Faculty_Rank,international_student_score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,year,rank,ranking_level,predicted_rank,student_performance_score,student_program_target,label_encoded,student_program_target_predicted
D. Serikbayev East Kazakhstan state technical university,Kazakhstan,Asia,M,CO,MD,A,13.0,601+,7.7,601+,64.2,211,1.2,701+,14.4,674,2.5,701+,2.4,701+,3.5,701+,1.3,701+,2025,467.4676000000001,Low,908,20.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Ostrava,Czech Republic,Europe,M,FC,HI,A,6.3,601+,1.1,601+,15.6,701+,3.6,701+,27.7,509,16.6,592,27.0,701+,2.9,701+,1.0,701+,2025,467.5177999999998,Low,909,10.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Guadalajara (UDG),Mexico,Americas,XL,FC,HI,A,18.9,477,7.5,601+,17.1,701+,1.2,701+,2.2,701+,1.1,701+,47.1,701+,5.8,701+,6.0,701+,2025,467.5432999999999,Low,910,9.575000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Northwest Agriculture and Forestry University,China (Mainland),Asia,XL,CO,VH,A,4.5,601+,1.4,601+,28.5,544,36.8,371,12.5,,1.4,701+,58.8,645,3.0,701+,1.6,701+,2025,467.5554999999999,Low,911,17.8,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Brighton,United Kingdom,Europe,L,FO,VH,A,7.9,601+,6.1,601+,8.5,701+,14.9,639,54.8,340,51.1,288,72.5,446,6.1,701+,6.5,701+,2025,467.56609999999984,Low,912,20.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Ulsan,South Korea,Asia,M,FC,VH,B,5.0,601+,2.3,601+,60.0,241,33.6,392,2.0,701+,2.4,701+,28.8,701+,3.8,701+,5.6,701+,2025,467.56869999999986,Low,913,25.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
The Herzen State Pedagogical University of Russia,Russia,Europe,L,FO,HI,A,3.8,601+,2.0,601+,20.1,670,1.2,701+,1.4,701+,41.1,348,12.7,701+,5.5,701+,1.0,701+,2025,467.5853000000004,Low,914,16.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Technological University Dublin,Ireland,Europe,L,CO,HI,A,12.6,601+,13.1,601+,12.3,701+,3.1,701+,31.8,485,38.8,362,43.9,701+,16.2,631,28.2,461,2025,467.5983000000001,Low,915,16.7,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Glasgow Caledonian University,United Kingdom,Europe,L,FO,VH,A,5.2,601+,5.4,601+,4.3,701+,6.3,701+,30.1,494,34.9,392,37.2,701+,6.8,701+,23.5,503=,2025,467.60179999999957,Low,916,12.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Siena,Italy,Europe,M,FC,VH,A,13.6,601+,3.5,601+,9.7,701+,40.4,349,2.9,701+,10.8,701+,61.0,621,9.3,701+,27.9,462=,2025,467.6046000000001,Low,917,18.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Tunis El Manar,Tunisia,Africa,L,FC,VH,A,9.4,601+,4.3,601+,26.0,573,5.1,701+,39.5,421,7.8,701+,82.1,288,54.1,230,16.3,570=,2025,467.61400000000026,Low,918,12.075,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Hungarian University of Agriculture and Life Sciences,Hungary,Europe,M,FO,VH,B,6.0,601+,4.9,601+,30.4,514,3.2,701+,2.2,701+,29.2,437,53.5,701+,3.6,701+,1.3,701+,2025,467.61529999999965,Low,919,17.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Chiang Mai University,Thailand,Asia,XL,FC,HI,A,34.8,252,17.1,501,17.3,701+,4.2,701+,4.8,701+,4.2,701+,62.5,596,19.1,578,56.1,282=,2025,467.6169000000001,Low,920,15.125,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Católica Andres Bello,Venezuela,Americas,M,FO,MD,B,28.4,311,50.8,174,4.3,701+,1.0,701+,3.5,701+,2.7,701+,,,18.9,583,,,2025,467.6302999999999,Low,921,9.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Derby,United Kingdom,Europe,L,CO,HI,A,4.8,601+,4.8,601+,10.7,701+,5.1,701+,29.1,501,45.5,322,45.7,701+,2.1,701+,2.4,701+,2025,467.64669999999967,Low,922,16.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universita' Politecnica delle Marche,Italy,Europe,M,FO,VH,A,5.9,601+,2.8,601+,10.1,701+,48.4,275,4.9,701+,6.3,701+,77.7,366,1.9,701+,6.4,701+,2025,467.6747000000003,Low,923,17.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kazan National Research Technological University,Russia,Europe,L,FO,VH,A,5.7,601+,4.1,601+,18.9,701+,1.4,701+,2.7,701+,29.6,434,7.2,701+,3.1,701+,1.0,701+,2025,467.7044000000003,Low,924,13.899999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Jeju National University,South Korea,Asia,M,FC,VH,A,3.6,601+,1.9,601+,30.0,520,7.0,701+,7.5,701+,5.5,701+,23.1,701+,1.8,701+,15.0,592=,2025,467.7293999999998,Low,925,11.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Drexel University,United States,Americas,L,FC,VH,B,8.1,601+,4.5,601+,22.4,628,28.7,451,12.6,701+,23.8,495,73.4,432,25.1,464,8.3,700=,2025,467.7384999999997,Low,926,20.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of Maryland, Baltimore County",United States,Americas,L,FC,HI,A,10.2,601+,6.8,601+,14.1,701+,13.5,659,49.8,367,25.8,469,45.0,701+,4.5,701+,57.7,276=,2025,467.7963,Low,927,15.899999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Al-Quds University,"Palestinian Territory, Occupied",Asia,M,FC,MD,A,5.8,601+,14.6,568,12.7,701+,1.7,701+,61.5,318,66.8,222,30.6,701+,23.5,482,3.0,701+,2025,467.8097000000001,Low,928,21.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Louisville,United States,Americas,L,FC,HI,A,3.5,601+,3.2,601+,30.5,513,7.7,701+,24.8,539,3.2,701+,59.0,644,5.1,701+,2.4,701+,2025,467.81929999999966,Low,929,11.225000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Pecs,Hungary,Europe,L,FC,HI,A,14.3,601+,11.9,601+,41.4,377,2.8,701+,9.3,701+,64.3,233,40.3,701+,4.0,701+,11.3,636=,2025,467.87699999999984,Low,930,30.7,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of International Business and Economics,China (Mainland),Asia,L,FO,HI,A,3.7,601+,2.3,601+,9.7,701+,3.0,701+,7.0,701+,30.3,425,5.3,701+,14.0,692,1.1,701+,2025,467.9066,Low,931,11.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Minho,Portugal,Europe,L,FC,VH,A,15.6,565,7.1,601+,26.5,566,21.0,543,15.9,652,14.9,624,83.7,268,8.6,701+,52.1,305=,2025,467.93389999999977,Low,932,19.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Oregon,United States,Americas,L,CO,VH,A,18.3,496,9.4,601+,9.4,701+,18.5,573,7.6,701+,3.6,701+,53.4,701+,23.3,485,16.1,577=,2025,468.0173000000001,Low,933,12.450000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Lanzhou University,China (Mainland),Asia,XL,CO,VH,A,8.1,601+,2.5,601+,25.2,589,45.2,306,2.3,701+,1.5,701+,64.0,575,4.4,701+,7.6,701+,2025,468.0305000000001,Low,934,20.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Prince of Songkla University,Thailand,Asia,XL,FC,HI,A,21.6,408,5.6,601+,16.4,701+,3.3,701+,5.3,701+,1.9,701+,40.3,701+,3.9,701+,24.2,497,2025,468.16650000000004,Low,935,10.799999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Shinshu University,Japan,Asia,M,FC,VH,A,3.6,601+,3.2,601+,34.9,455,11.2,701+,5.5,701+,2.6,701+,24.1,701+,1.8,701+,1.1,701+,2025,468.18980000000005,Low,936,13.075000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Jamia Millia Islamia,India,Asia,M,CO,VH,A,9.3,601+,3.1,601+,33.6,470,26.0,486,3.2,701+,5.2,701+,43.0,701+,1.9,701+,1.6,701+,2025,468.2032999999998,Low,937,18.525000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kagoshima University,Japan,Asia,M,FC,HI,A,6.1,601+,2.9,601+,63.6,216,3.5,701+,3.8,701+,2.8,701+,26.6,701+,1.7,701+,1.0,701+,2025,468.2277999999998,Low,938,19.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Rhodes University,South Africa,Africa,M,CO,VH,A,6.3,601+,7.7,601+,12.9,701+,12.6,679,12.5,,33.2,403,54.5,701+,35.5,356,2.9,701+,2025,468.22910000000013,Low,939,16.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Vermont,United States,Americas,L,FC,HI,A,3.1,601+,2.2,601+,34.9,456,15.6,628,6.8,701+,2.4,701+,62.8,590,9.5,701+,8.1,701+,2025,468.2844999999997,Low,940,14.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Fundación CEU San Pablo,Spain,Europe,L,CO,HI,,4.4,601+,9.4,601+,15.7,701+,2.3,701+,3.8,701+,47.5,308,15.3,701+,10.5,701+,1.0,701+,2025,468.28539999999987,Low,941,17.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Amrita Vishwa Vidyapeetham,India,Asia,L,FC,VH,B,5.8,601+,4.7,601+,24.0,611,5.7,701+,35.5,450,1.6,701+,39.7,701+,1.7,701+,1.1,701+,2025,468.2988000000002,Low,942,9.275,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université Lumière Lyon 2,France,Europe,L,SP,VH,A,10.1,601+,2.5,601+,4.5,701+,6.2,701+,26.7,519,35.5,386,59.1,642,1.3,701+,1.7,701+,2025,468.3459,Low,943,14.075,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Southern Methodist University,United States,Americas,M,CO,VH,B,4.9,601+,3.6,601+,29.3,529,7.2,701+,6.8,701+,8.7,701+,30.2,701+,38.8,328,2.4,701+,2025,468.37709999999976,Low,944,12.525000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Rutgers UniversityNewark,United States,Americas,M,CO,VH,A,10.1,601+,4.9,601+,17.5,701+,17.6,587,25.3,529,32.7,408,27.9,701+,36.9,346,29.3,451=,2025,468.39129999999966,Low,945,19.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Perm State National Research University,Russia,Europe,M,FO,VH,A,4.4,601+,1.7,601+,34.5,458,1.5,701+,1.4,701+,8.3,701+,6.3,701+,2.0,701+,1.2,701+,2025,468.42400000000004,Low,946,12.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Brno University of Technology,Czech Republic,Europe,L,FO,VH,A,13.0,601+,29.3,322,25.7,579,7.3,701+,14.8,668,67.3,221,78.8,342,12.7,701+,3.3,701+,2025,468.43640000000016,Low,947,28.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tallinn University,Estonia,Europe,M,FO,VH,A,9.0,601+,4.3,601+,7.9,701+,5.5,701+,43.8,403,19.4,555,49.4,701+,31.0,406,1.0,701+,2025,468.4582000000001,Low,948,10.45,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Malta,Malta,Europe,M,FC,HI,A,6.1,601+,4.6,601+,31.7,498,7.2,701+,18.0,624,19.2,562,75.9,391,95.9,45,1.9,701+,2025,468.4607999999999,Low,949,16.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Paul Valéry University Montpellier,France,Europe,L,FO,VH,A,11.8,601+,2.8,601+,2.9,701+,5.3,701+,5.0,701+,32.2,411,48.3,701+,2.1,701+,2.8,701+,2025,468.46390000000014,Low,950,13.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Lorraine,France,Europe,XL,FO,VH,A,13.6,601+,3.3,601+,7.0,701+,12.9,668,27.6,512,27.4,453,95.9,59,14.8,669,11.8,623=,2025,468.49680000000023,Low,951,15.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Cleveland State University,United States,Americas,M,CO,HI,A,4.1,601+,3.1,601+,9.2,701+,4.0,701+,4.0,701+,26.2,462,16.7,701+,7.3,701+,1.0,701+,2025,468.4993,Low,952,10.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Donghua University,China (Mainland),Asia,L,FO,VH,A,3.8,601+,1.6,601+,25.5,582,47.3,286,2.2,701+,3.1,701+,31.1,701+,3.7,701+,1.1,701+,2025,468.505,Low,953,19.924999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Don State Technical University,Russia,Europe,L,CO,VH,A,3.5,601+,3.5,601+,12.8,701+,1.4,701+,1.6,701+,14.9,626,11.4,701+,1.9,701+,1.0,701+,2025,468.5645000000002,Low,954,8.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Mykolas Romeris University,Lithuania,Europe,S,FO,VH,A,6.2,601+,8.7,601+,13.9,701+,4.5,701+,14.0,685,35.3,387,15.0,701+,47.2,273,11.8,623=,2025,468.59320000000014,Low,955,14.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Wyoming,United States,Americas,M,CO,VH,A,3.2,601+,1.6,601+,28.4,545,21.1,542,6.8,701+,4.0,701+,52.2,701+,6.5,701+,3.6,701+,2025,468.5994999999996,Low,956,14.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Michigan Technological University,United States,Americas,M,CO,VH,A,4.8,601+,3.7,601+,27.1,557,28.6,452,11.4,701+,11.1,697,52.1,701+,3.1,701+,1.9,701+,2025,468.60350000000005,Low,957,17.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Czech University of Life Sciences in Prague,Czech Republic,Europe,L,FO,VH,A,10.4,601+,6.7,601+,9.4,701+,10.8,701+,29.0,502,73.5,197,75.8,392,3.9,701+,49.5,322=,2025,468.63129999999995,Low,958,26.025,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tokushima University,Japan,Asia,M,FC,VH,A,4.4,601+,1.8,601+,64.0,214,5.6,701+,2.5,701+,2.2,701+,18.4,701+,4.1,701+,1.0,701+,2025,468.6400999999998,Low,959,19.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of Missouri, Columbia",United States,Americas,L,FC,VH,A,14.3,601+,8.0,601+,37.8,423,16.5,615,46.7,383,3.3,701+,66.5,529,30.5,413,12.3,618=,2025,468.6443000000001,Low,960,17.974999999999998,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Technische Universität Braunschweig,Germany,Europe,L,CO,VH,A,10.9,601+,14.3,572,55.5,270,5.5,701+,12.5,,24.2,486,66.4,532,12.6,701+,7.3,701+,2025,468.6524000000001,Low,961,24.025000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Sherbrooke,Canada,Americas,L,FC,HI,A,6.8,601+,4.2,601+,18.8,701+,16.9,604,54.7,341,7.6,701+,43.0,701+,23.4,483,8.0,701+,2025,468.69799999999987,Low,962,12.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Primorska,Slovenia,Europe,M,CO,HI,A,3.7,601+,2.5,601+,8.9,701+,4.1,701+,25.0,534,26.4,459,46.3,701+,4.2,701+,1.0,701+,2025,468.7132,Low,963,10.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Memphis,United States,Americas,L,CO,VH,A,3.1,601+,2.5,601+,12.1,701+,8.0,701+,2.2,701+,8.3,701+,39.4,701+,7.6,701+,2.1,701+,2025,468.7175999999998,Low,964,7.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Salerno,Italy,Europe,L,FC,VH,A,8.6,601+,2.4,601+,5.6,701+,37.1,370,3.3,701+,1.6,701+,87.4,205,4.0,701+,19.2,545=,2025,468.7219000000004,Low,965,13.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of ilina,Slovakia,Europe,M,FO,VH,A,6.6,601+,1.8,601+,60.1,239,6.6,701+,2.0,701+,6.0,701+,19.3,701+,4.6,701+,1.0,701+,2025,468.72360000000003,Low,966,19.825,Pelatihan Lanjutan,2,Pelatihan Lanjutan
East China University of Science and Technology,China (Mainland),Asia,XL,CO,VH,A,6.9,601+,3.4,601+,11.8,701+,69.7,156,2.5,701+,1.7,701+,39.6,701+,10.5,701+,2.5,701+,2025,468.7249,Low,967,22.525000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de León,Spain,Europe,L,CO,HI,,6.7,601+,3.6,601+,51.6,294,4.5,701+,2.3,701+,7.2,701+,44.9,701+,2.8,701+,38.5,381=,2025,468.7333000000001,Low,968,17.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Hyderabad,India,Asia,M,FC,VH,A,13.2,601+,3.0,601+,14.5,701+,41.5,335,1.9,701+,2.0,701+,27.0,701+,3.1,701+,1.2,701+,2025,468.73470000000003,Low,969,17.8,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Siksha 'O' Anusandhan (Deemed to be University),India,Asia,M,FO,VH,B,7.5,601+,3.6,601+,34.3,461,5.3,701+,2.2,701+,2.2,701+,23.7,701+,1.9,701+,1.0,701+,2025,468.74359999999973,Low,970,12.325,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade Federal de Juiz de Fora- (UFJF),Brazil,Americas,L,CO,VH,A,3.8,601+,2.0,601+,30.3,517,2.8,701+,12.5,,9.6,,35.2,701+,1.3,701+,1.0,701+,2025,468.7457999999999,Low,971,11.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
AGH University of Science and Technology,Poland,Europe,L,CO,VH,A,9.6,601+,13.9,587,41.5,376,6.5,701+,2.9,701+,5.3,701+,75.6,395,3.2,701+,1.7,701+,2025,468.7764999999997,Low,972,15.725,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Nacional de Río Cuarto - UNRC,Argentina,Americas,L,CO,MD,A,4.1,601+,1.6,601+,33.2,477,1.4,701+,12.5,,9.6,,10.7,701+,1.3,701+,1.0,701+,2025,468.78999999999985,Low,973,12.075000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Stefan cel Mare University of Suceava,Romania,Europe,M,CO,HI,A,3.8,601+,2.4,601+,4.5,701+,4.2,701+,2.3,701+,25.5,472,19.3,701+,4.1,701+,1.9,701+,2025,468.80109999999985,Low,974,9.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Multimedia University (MMU),Malaysia,Asia,M,FO,VH,C,11.0,601+,15.4,549,10.9,701+,4.7,701+,28.5,504,30.3,426,19.6,701+,3.8,701+,3.7,701+,2025,468.8068,Low,975,14.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Nicolaus Copernicus University,Poland,Europe,L,FC,HI,A,7.6,601+,2.6,601+,53.2,287,4.9,701+,3.1,701+,5.3,701+,81.3,302,3.1,701+,1.7,701+,2025,468.81989999999973,Low,976,17.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Seoul National University of Science and Technology,South Korea,Asia,M,FO,VH,A,6.4,601+,3.6,601+,12.8,701+,10.3,701+,9.6,701+,11.9,683,12.4,701+,1.9,701+,9.8,672=,2025,468.8344999999998,Low,977,10.350000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Palermo,Italy,Europe,L,CO,VH,A,11.1,601+,2.3,601+,4.4,701+,32.2,408,2.4,701+,1.9,701+,81.6,293,4.5,701+,5.7,701+,2025,468.8533,Low,978,12.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,A,10.0,601+,6.8,601+,8.0,701+,12.3,683,46.7,384,22.4,513,87.7,201,5.4,701+,13.6,604,2025,468.87530000000015,Low,979,13.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
South Ural State University (National Research University),Russia,Europe,L,CO,VH,A,8.4,601+,4.7,601+,44.1,353,3.6,701+,4.5,701+,13.4,655,84.1,261,4.2,701+,1.6,701+,2025,468.88669999999956,Low,980,17.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Yamaguchi University,Japan,Asia,M,FC,HI,A,3.9,601+,1.8,601+,41.8,370,4.2,701+,6.7,701+,2.5,701+,18.7,701+,1.8,701+,1.0,701+,2025,468.89060000000006,Low,981,13.1,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Pardubice,Czech Republic,Europe,M,FO,VH,A,4.5,601+,2.3,601+,44.5,348,3.1,701+,9.7,701+,8.8,701+,18.7,701+,1.7,701+,1.0,701+,2025,468.9197999999999,Low,982,15.225000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Huazhong Agricultural University,China (Mainland),Asia,XL,CO,VH,A,4.2,601+,2.1,601+,6.0,701+,59.7,204,3.7,701+,1.6,701+,31.6,701+,3.0,701+,2.9,701+,2025,468.9315999999999,Low,983,17.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Naples Parthenope,Italy,Europe,M,FO,VH,A,3.8,601+,1.9,601+,3.3,701+,42.4,325,1.7,701+,2.1,701+,30.8,701+,1.7,701+,3.0,701+,2025,468.9681000000006,Low,984,12.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade Federal de Pelotas,Brazil,Americas,L,CO,VH,A,4.7,601+,1.3,601+,26.0,571,4.7,701+,12.5,,1.3,701+,21.7,701+,1.3,701+,1.3,701+,2025,468.96839999999975,Low,985,9.174999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Southwest University,China (Mainland),Asia,XL,CO,VH,A,3.0,601+,1.9,601+,13.3,701+,23.9,508,1.3,701+,1.7,701+,44.1,701+,10.6,701+,2.3,701+,2025,468.9759000000002,Low,986,10.475000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Gdansk University of Technology,Poland,Europe,L,FO,VH,A,9.4,601+,15.2,553,29.6,527,12.7,676,5.3,701+,4.0,701+,65.8,546,3.2,701+,33.3,418=,2025,468.9880000000002,Low,987,13.925,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Carleton University,Canada,Americas,L,CO,VH,A,11.1,601+,13.5,599,3.8,701+,15.6,627,13.2,701+,43.7,329,67.3,517,34.3,367,26.3,478=,2025,468.99009999999987,Low,988,18.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
The Josip Juraj Strossmayer University of Osijek,Croatia,Europe,L,CO,HI,A,4.3,601+,2.0,601+,28.6,540,3.1,701+,12.5,,9.6,,54.0,701+,11.2,701+,1.0,701+,2025,468.9964,Low,989,11.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Nanjing Agricultural University,China (Mainland),Asia,L,CO,VH,A,5.0,601+,1.9,601+,7.5,701+,67.6,162,12.5,,1.5,701+,48.2,701+,1.4,701+,2.2,701+,2025,469.0900999999998,Low,990,20.4,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Jiangnan University,China (Mainland),Asia,L,FC,VH,A,4.4,601+,3.3,601+,20.0,672,26.7,479,12.5,,9.6,,44.4,701+,1.4,701+,1.2,701+,2025,469.1124000000002,Low,991,15.174999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Autónoma de Aguascalientes,Mexico,Americas,L,FC,MD,A,3.1,601+,1.6,601+,32.5,485,1.2,701+,12.5,,9.6,,10.8,701+,1.6,701+,1.0,701+,2025,469.11329999999987,Low,992,11.600000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Toulouse II-Le Mirail,France,Europe,XL,FO,VH,A,9.4,601+,2.7,601+,1.3,701+,7.1,701+,27.2,515,19.7,547,67.0,522,2.1,701+,1.2,701+,2025,469.1273000000001,Low,993,9.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Gifu University,Japan,Asia,M,FC,VH,A,6.6,601+,2.3,601+,57.9,253,7.6,701+,4.3,701+,3.3,701+,20.6,701+,1.8,701+,3.1,701+,2025,469.12879999999984,Low,994,18.849999999999998,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Technical University of Liberec,Czech Republic,Europe,M,SP,VH,A,3.9,601+,2.2,601+,37.6,425,4.6,701+,11.2,701+,8.7,701+,25.5,701+,1.7,701+,1.0,701+,2025,469.1318999999998,Low,995,13.7,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Mutah University,Jordan,Asia,M,FC,MD,A,9.1,601+,11.0,601+,11.0,701+,1.8,701+,10.1,701+,32.5,410,25.7,701+,7.3,701+,1.6,701+,2025,469.17999999999995,Low,996,13.600000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
An-Najah National University,"Palestinian Territory, Occupied",Asia,L,FC,MD,A,7.7,601+,12.1,601+,7.3,701+,2.3,701+,34.6,464,24.8,481,31.8,701+,21.8,524,1.1,701+,2025,469.1822000000001,Low,997,10.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universitat de Lleida,Spain,Europe,M,CO,VH,,6.0,601+,2.0,601+,19.2,691,13.0,666,5.5,701+,9.6,701+,51.8,701+,3.0,701+,38.5,381=,2025,469.19810000000007,Low,998,11.950000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Poitiers,France,Europe,L,CO,VH,A,7.9,601+,1.7,601+,5.4,701+,5.2,701+,12.5,,26.4,458,75.3,404,6.7,701+,2.1,701+,2025,469.2022,Low,999,11.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Syracuse University,United States,Americas,L,CO,VH,B,12.9,601+,8.7,601+,11.6,701+,10.6,701+,5.8,701+,39.3,357,55.5,684,42.7,301,11.6,629=,2025,469.2044999999999,Low,1000,18.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Yokohama National University,Japan,Asia,M,CO,VH,A,9.3,601+,16.4,519,18.3,701+,6.6,701+,10.1,701+,7.8,701+,26.5,701+,17.8,603,2.8,701+,2025,469.2115999999998,Low,1001,10.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Latvia,Latvia,Europe,L,FC,HI,A,11.5,601+,16.7,515,5.9,701+,5.3,701+,12.1,701+,5.1,701+,71.5,460,90.4,75,9.8,672=,2025,469.2737999999999,Low,1002,6.949999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade Federal de Uberlândia,Brazil,Americas,L,FC,HI,A,3.8,601+,1.7,601+,13.8,701+,3.5,701+,2.1,701+,1.3,701+,28.6,701+,2.2,701+,3.2,701+,2025,469.27800000000025,Low,1003,5.6000000000000005,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pondicherry University,India,Asia,M,CO,VH,A,4.1,601+,2.1,601+,5.4,701+,16.5,616,1.9,701+,1.1,701+,21.1,701+,2.7,701+,5.8,701+,2025,469.28530000000035,Low,1004,6.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kumamoto University,Japan,Asia,M,FC,VH,A,7.1,601+,2.8,601+,55.2,273,12.6,677,7.2,701+,3.5,701+,35.1,701+,2.9,701+,8.0,701+,2025,469.2946,Low,1005,19.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Aligarh Muslim University,India,Asia,L,CO,VH,A,11.1,601+,2.8,601+,16.2,701+,12.1,690,1.0,701+,1.4,701+,46.0,701+,2.7,701+,13.2,606=,2025,469.3093,Low,1006,10.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
